[dotenv@17.3.1] injecting env (2) from .env -- tip: 🔐 prevent committing .env to code: https://dotenvx.com/precommit
Total candidates: 379
2026-04-08T09:33:00-0400 | B | RR=2.00 | ext=-0.147 | no reclaim candle, no hold, bad timing
2026-04-08T13:59:00-0400 | A | RR=2.00 | ext=-0.000 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:00:00-0400 | A | RR=2.00 | ext=-0.004 | no reclaim candle, bad timing
2026-04-08T14:01:00-0400 | A | RR=2.00 | ext=0.057 | bad timing
2026-04-08T14:02:00-0400 | A | RR=2.00 | ext=0.064 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:03:00-0400 | A | RR=2.00 | ext=0.074 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:04:00-0400 | A | RR=2.00 | ext=0.100 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:05:00-0400 | A | RR=2.00 | ext=0.113 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:06:00-0400 | A | RR=2.00 | ext=0.099 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:07:00-0400 | A | RR=2.00 | ext=0.129 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:08:00-0400 | A | RR=2.00 | ext=0.132 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:09:00-0400 | A | RR=2.00 | ext=0.140 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:10:00-0400 | A | RR=2.00 | ext=0.139 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:11:00-0400 | A | RR=2.00 | ext=0.131 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:12:00-0400 | A | RR=2.00 | ext=0.114 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:13:00-0400 | A | RR=2.00 | ext=0.116 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:14:00-0400 | A | RR=2.00 | ext=0.104 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:15:00-0400 | A | RR=2.00 | ext=0.110 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:16:00-0400 | A | RR=2.00 | ext=0.135 | not below VWAP before, no reclaim candle, bad timing
2026-04-08T14:17:00-0400 | B | RR=2.00 | ext=0.089 | not below VWAP before, no reclaim candle, no hold, bad timing
2026-04-08T14:18:00-0400 | B | RR=2.00 | ext=-0.068 | not below VWAP before, no reclaim candle, no hold, bad timing
2026-04-08T14:19:00-0400 | B | RR=2.00 | ext=-0.161 | no reclaim candle, no hold, bad timing
2026-04-08T14:20:00-0400 | B | RR=2.00 | ext=-0.165 | no reclaim candle, no hold, bad timing
2026-04-08T14:21:00-0400 | B | RR=2.00 | ext=-0.102 | no reclaim candle, no hold, bad timing
2026-04-08T14:22:00-0400 | B | RR=2.00 | ext=-0.137 | no reclaim candle, no hold, bad timing
2026-04-08T14:23:00-0400 | B | RR=2.00 | ext=-0.098 | no reclaim candle, no hold, bad timing
2026-04-08T14:24:00-0400 | B | RR=2.00 | ext=-0.119 | no reclaim candle, no hold, bad timing
2026-04-08T14:25:00-0400 | B | RR=2.00 | ext=-0.158 | no reclaim candle, no hold, bad timing
2026-04-08T14:26:00-0400 | B | RR=2.00 | ext=-0.087 | no reclaim candle, no hold, bad timing
2026-04-08T14:27:00-0400 | B | RR=2.00 | ext=-0.126 | no reclaim candle, no hold, bad timing
2026-04-08T14:28:00-0400 | B | RR=2.00 | ext=-0.111 | no reclaim candle, no hold, bad timing
2026-04-08T14:29:00-0400 | B | RR=2.00 | ext=-0.155 | no reclaim candle, no hold, bad timing
2026-04-08T14:30:00-0400 | B | RR=2.00 | ext=-0.119 | no reclaim candle, no hold, bad timing
2026-04-08T14:31:00-0400 | B | RR=2.00 | ext=-0.112 | no reclaim candle, no hold, bad timing
2026-04-08T14:32:00-0400 | B | RR=2.00 | ext=-0.125 | no reclaim candle, no hold, bad timing
2026-04-08T14:33:00-0400 | B | RR=2.00 | ext=-0.146 | no reclaim candle, no hold, bad timing
2026-04-08T14:34:00-0400 | B | RR=2.00 | ext=-0.138 | no reclaim candle, no hold, bad timing
2026-04-08T14:35:00-0400 | B | RR=2.00 | ext=-0.134 | no reclaim candle, no hold, bad timing
2026-04-08T14:36:00-0400 | B | RR=2.00 | ext=-0.128 | no reclaim candle, no hold, bad timing
2026-04-08T14:37:00-0400 | B | RR=2.00 | ext=-0.144 | no reclaim candle, no hold, bad timing
2026-04-08T14:38:00-0400 | B | RR=2.00 | ext=-0.150 | no reclaim candle, no hold, bad timing
2026-04-08T14:39:00-0400 | B | RR=2.00 | ext=-0.203 | no reclaim candle, no hold, bad timing
2026-04-08T14:40:00-0400 | B | RR=2.00 | ext=-0.247 | no reclaim candle, no hold, bad timing
2026-04-08T14:41:00-0400 | B | RR=2.00 | ext=-0.258 | no reclaim candle, no hold, bad timing
2026-04-08T14:42:00-0400 | B | RR=2.00 | ext=-0.246 | no reclaim candle, no hold, bad timing
2026-04-08T14:43:00-0400 | B | RR=2.00 | ext=-0.274 | no reclaim candle, no hold, bad timing
2026-04-08T14:44:00-0400 | B | RR=2.00 | ext=-0.299 | no reclaim candle, no hold, bad timing
2026-04-08T14:45:00-0400 | B | RR=2.00 | ext=-0.294 | no reclaim candle, no hold, bad timing
2026-04-08T14:46:00-0400 | B | RR=2.00 | ext=-0.290 | no reclaim candle, no hold, bad timing
2026-04-08T14:47:00-0400 | B | RR=2.00 | ext=-0.294 | no reclaim candle, no hold, bad timing
2026-04-08T14:48:00-0400 | B | RR=2.00 | ext=-0.318 | no reclaim candle, no hold, bad timing
2026-04-08T14:49:00-0400 | B | RR=2.00 | ext=-0.357 | no reclaim candle, no hold, bad timing
2026-04-08T14:50:00-0400 | B | RR=2.00 | ext=-0.332 | no reclaim candle, no hold, bad timing
2026-04-08T14:51:00-0400 | B | RR=2.00 | ext=-0.355 | no reclaim candle, no hold, bad timing
2026-04-08T14:52:00-0400 | B | RR=2.00 | ext=-0.370 | no reclaim candle, no hold, bad timing
2026-04-08T14:53:00-0400 | B | RR=2.00 | ext=-0.376 | no reclaim candle, no hold, bad timing
2026-04-08T14:55:00-0400 | B | RR=2.00 | ext=-0.420 | no reclaim candle, no hold, bad timing
2026-04-08T14:56:00-0400 | B | RR=2.00 | ext=-0.447 | no reclaim candle, no hold, bad timing
2026-04-08T14:57:00-0400 | B | RR=2.00 | ext=-0.476 | no reclaim candle, no hold, bad timing
2026-04-08T14:58:00-0400 | B | RR=2.00 | ext=-0.503 | no reclaim candle, no hold, bad timing
2026-04-08T14:59:00-0400 | B | RR=2.00 | ext=-0.536 | no reclaim candle, no hold, bad timing
2026-04-08T15:00:00-0400 | B | RR=2.00 | ext=-0.564 | no reclaim candle, no hold, bad timing
2026-04-08T15:01:00-0400 | B | RR=2.00 | ext=-0.482 | no reclaim candle, no hold, bad timing
2026-04-08T15:02:00-0400 | B | RR=2.00 | ext=-0.475 | no reclaim candle, no hold, bad timing
2026-04-08T15:03:00-0400 | B | RR=2.00 | ext=-0.461 | no reclaim candle, no hold, bad timing
2026-04-08T15:04:00-0400 | B | RR=2.00 | ext=-0.480 | no reclaim candle, no hold, bad timing
2026-04-08T15:05:00-0400 | B | RR=2.00 | ext=-0.485 | no reclaim candle, no hold, bad timing
2026-04-08T15:06:00-0400 | B | RR=2.00 | ext=-0.478 | no reclaim candle, no hold, bad timing
2026-04-08T15:07:00-0400 | B | RR=2.00 | ext=-0.430 | no reclaim candle, no hold, bad timing
2026-04-08T15:08:00-0400 | B | RR=2.00 | ext=-0.412 | no reclaim candle, no hold, bad timing
2026-04-08T15:09:00-0400 | B | RR=2.00 | ext=-0.423 | no reclaim candle, no hold, bad timing
2026-04-08T15:10:00-0400 | B | RR=2.00 | ext=-0.369 | no reclaim candle, no hold, bad timing
2026-04-08T15:11:00-0400 | B | RR=2.00 | ext=-0.301 | no reclaim candle, no hold, bad timing
2026-04-08T15:12:00-0400 | B | RR=2.00 | ext=-0.300 | no reclaim candle, no hold, bad timing
2026-04-08T15:13:00-0400 | B | RR=2.00 | ext=-0.292 | no reclaim candle, no hold, bad timing
2026-04-08T15:14:00-0400 | B | RR=2.00 | ext=-0.299 | no reclaim candle, no hold, bad timing
2026-04-08T15:15:00-0400 | B | RR=2.00 | ext=-0.310 | no reclaim candle, no hold, bad timing
2026-04-08T15:16:00-0400 | B | RR=2.00 | ext=-0.337 | no reclaim candle, no hold, bad timing
2026-04-08T15:17:00-0400 | B | RR=2.00 | ext=-0.383 | no reclaim candle, no hold, bad timing
2026-04-08T15:18:00-0400 | B | RR=2.00 | ext=-0.405 | no reclaim candle, no hold, bad timing
2026-04-08T15:19:00-0400 | B | RR=2.00 | ext=-0.410 | no reclaim candle, no hold, bad timing
2026-04-08T15:20:00-0400 | B | RR=2.00 | ext=-0.439 | no reclaim candle, no hold, bad timing
2026-04-08T15:21:00-0400 | B | RR=2.00 | ext=-0.441 | no reclaim candle, no hold, bad timing
2026-04-08T15:22:00-0400 | B | RR=2.00 | ext=-0.472 | no reclaim candle, no hold, bad timing
2026-04-08T15:23:00-0400 | B | RR=2.00 | ext=-0.444 | no reclaim candle, no hold, bad timing
2026-04-08T15:24:00-0400 | B | RR=2.00 | ext=-0.444 | no reclaim candle, no hold, bad timing
2026-04-08T15:25:00-0400 | B | RR=2.00 | ext=-0.410 | no reclaim candle, no hold, bad timing
2026-04-08T15:26:00-0400 | B | RR=2.00 | ext=-0.437 | no reclaim candle, no hold, bad timing
2026-04-08T15:28:00-0400 | B | RR=2.00 | ext=-0.485 | no reclaim candle, no hold, bad timing
2026-04-08T15:29:00-0400 | B | RR=2.00 | ext=-0.486 | no reclaim candle, no hold, bad timing
2026-04-08T15:30:00-0400 | B | RR=2.00 | ext=-0.399 | no reclaim candle, no hold, bad timing
2026-04-08T15:31:00-0400 | B | RR=2.00 | ext=-0.370 | no reclaim candle, no hold, bad timing
2026-04-08T15:32:00-0400 | B | RR=2.00 | ext=-0.344 | no reclaim candle, no hold, bad timing
2026-04-08T15:33:00-0400 | B | RR=2.00 | ext=-0.363 | no reclaim candle, no hold, bad timing
2026-04-08T15:34:00-0400 | B | RR=2.00 | ext=-0.338 | no reclaim candle, no hold, bad timing
2026-04-08T15:35:00-0400 | B | RR=2.00 | ext=-0.320 | no reclaim candle, no hold, bad timing
2026-04-08T15:36:00-0400 | B | RR=2.00 | ext=-0.283 | no reclaim candle, no hold, bad timing
2026-04-08T15:37:00-0400 | B | RR=2.00 | ext=-0.279 | no reclaim candle, no hold, bad timing
2026-04-08T15:38:00-0400 | B | RR=2.00 | ext=-0.335 | no reclaim candle, no hold, bad timing
2026-04-08T15:39:00-0400 | B | RR=2.00 | ext=-0.287 | no reclaim candle, no hold, bad timing
2026-04-08T15:40:00-0400 | B | RR=2.00 | ext=-0.306 | no reclaim candle, no hold, bad timing
2026-04-08T15:41:00-0400 | B | RR=2.00 | ext=-0.368 | no reclaim candle, no hold, bad timing
2026-04-08T15:42:00-0400 | B | RR=2.00 | ext=-0.326 | no reclaim candle, no hold, bad timing
2026-04-08T15:43:00-0400 | B | RR=2.00 | ext=-0.281 | no reclaim candle, no hold, bad timing
2026-04-08T15:44:00-0400 | B | RR=2.00 | ext=-0.253 | no reclaim candle, no hold, bad timing
2026-04-08T15:45:00-0400 | B | RR=2.00 | ext=-0.189 | no reclaim candle, no hold, bad timing
2026-04-08T15:46:00-0400 | B | RR=2.00 | ext=-0.198 | no reclaim candle, no hold, bad timing
2026-04-08T15:47:00-0400 | B | RR=2.00 | ext=-0.164 | no reclaim candle, no hold, bad timing
2026-04-08T15:48:00-0400 | B | RR=2.00 | ext=-0.184 | no reclaim candle, no hold, bad timing
2026-04-08T15:49:00-0400 | B | RR=2.00 | ext=-0.167 | no reclaim candle, no hold, bad timing
2026-04-08T15:50:00-0400 | B | RR=2.00 | ext=-0.130 | no reclaim candle, no hold, bad timing
2026-04-08T15:51:00-0400 | B | RR=2.00 | ext=-0.163 | no reclaim candle, no hold, bad timing
2026-04-08T15:52:00-0400 | B | RR=2.00 | ext=-0.162 | no reclaim candle, no hold, bad timing
2026-04-08T15:53:00-0400 | B | RR=2.00 | ext=-0.119 | no reclaim candle, no hold, bad timing
2026-04-08T15:54:00-0400 | B | RR=2.00 | ext=-0.143 | no reclaim candle, no hold, bad timing
2026-04-08T15:55:00-0400 | B | RR=2.00 | ext=-0.151 | no reclaim candle, no hold, bad timing
2026-04-08T15:56:00-0400 | B | RR=2.00 | ext=-0.132 | no reclaim candle, no hold, bad timing
2026-04-08T15:57:00-0400 | B | RR=2.00 | ext=-0.106 | no reclaim candle, no hold, bad timing
